"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"TREX1","2943552","VCV002943552","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2943586","VCV002943586","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2943739","VCV002943739","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2943848","VCV002943848","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2944142","VCV002944142","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2944179","VCV002944179","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2944374","VCV002944374","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2944418","VCV002944418","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Systemic lupus erythematosus | SLE | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2944466","VCV002944466","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2944917","VCV002944917","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2945022","VCV002945022","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2945078","VCV002945078","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2945098","VCV002945098","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2945357","VCV002945357","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2945736","VCV002945736","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2945896","VCV002945896","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2946191","VCV002946191","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2946357","VCV002946357","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2946500","VCV002946500","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2946669","VCV002946669","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2946843","VCV002946843","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2947250","VCV002947250","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2947312","VCV002947312","migraine","PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | AGS1 | AGS | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RVCL | RVCLS | CRV | Chilblain lupus 1 | CHBL1","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2947393","VCV002947393","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2947451","VCV002947451","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2947989","VCV002947989","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2948275","VCV002948275","migraine","CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | Aicardi-Goutieres syndrome 1 | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | RVCLS | CRV | RVCL","Pathogenic","""migraine""","ClinVar_XML"
"TREX1","2948399","VCV002948399","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2948970","VCV002948970","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2949175","VCV002949175","migraine","Inborn genetic diseases | Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS | Retinal dystrophy | Inherited retinal dystrophy","Uncertain significance","""migraine""","ClinVar_XML"
"TREX1","2949303","VCV002949303","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2949304","VCV002949304","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2949500","VCV002949500","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2949580","VCV002949580","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2949716","VCV002949716","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2950987","VCV002950987","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2951268","VCV002951268","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Likely benign","""migraine""","ClinVar_XML"
"TREX1","2951438","VCV002951438","migraine","Aicardi-Goutieres syndrome 1 | CREE ENCEPHALITIS | ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATION AND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS | PSEUDOTOXOPLASMOSIS SYNDROME | AGS | AGS1 | Chilblain lupus 1 | CHBL1 | Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations | CEREBRORETINAL VASCULOPATHY, HEREDITARY | RETINOPATHY, VASCULAR, WITH CEREBRAL AND RENAL INVOLVEMENT AND RAYNAUD AND MIGRAINE PHENOMENA | CRV | RVCL | RVCLS","Uncertain significance","""migraine""","ClinVar_XML"
