Gene,Frequency,Databases,Coverage_Percentage
ASRGL1,1,opentargets,11.11111111111111
ALPP,1,opentargets,11.11111111111111
SLPI,1,opentargets,11.11111111111111
HEPH,1,opentargets,11.11111111111111
KRT20,1,opentargets,11.11111111111111
CEACAM7,1,opentargets,11.11111111111111
TRPC5,1,opentargets,11.11111111111111
HPSE,1,opentargets,11.11111111111111
TCF4,1,opentargets,11.11111111111111
PPBP,1,opentargets,11.11111111111111
ANK1,1,opentargets,11.11111111111111
ADA,1,opentargets,11.11111111111111
CA1,1,opentargets,11.11111111111111
CADM3,1,opentargets,11.11111111111111
PTGFR,1,opentargets,11.11111111111111
HSP90AB1,1,opentargets,11.11111111111111
HSP90AA1,1,opentargets,11.11111111111111
KIF26A,1,opentargets,11.11111111111111
NAT10,1,opentargets,11.11111111111111
CEACAM5,1,opentargets,11.11111111111111
CEACAM3,1,opentargets,11.11111111111111
RETNLB,1,opentargets,11.11111111111111
PRKCB,1,opentargets,11.11111111111111
TMEM100,1,opentargets,11.11111111111111
PSG2,1,opentargets,11.11111111111111
CSMD1,1,opentargets,11.11111111111111
PADI4,1,opentargets,11.11111111111111
TBXT,1,opentargets,11.11111111111111
SDHA,1,opentargets,11.11111111111111
ATP10A,1,opentargets,11.11111111111111
PACC1,1,opentargets,11.11111111111111
NFKBIZ,1,opentargets,11.11111111111111
UCHL1,1,opentargets,11.11111111111111
SMN1,1,opentargets,11.11111111111111
SELP,1,opentargets,11.11111111111111
CSF2,1,opentargets,11.11111111111111
FPR2,1,opentargets,11.11111111111111
KCNJ11,1,opentargets,11.11111111111111
CREBBP,1,opentargets,11.11111111111111
GAP43,1,opentargets,11.11111111111111
CPAP,1,opentargets,11.11111111111111
CEBPB,1,opentargets,11.11111111111111
CD36,1,opentargets,11.11111111111111
PICALM,1,opentargets,11.11111111111111
LAP3,1,opentargets,11.11111111111111
VSTM2L,1,opentargets,11.11111111111111
STIM2,1,opentargets,11.11111111111111
PRTN3,1,opentargets,11.11111111111111
CSNK1G3,1,opentargets,11.11111111111111
FN1,1,opentargets,11.11111111111111
CCDC141,1,opentargets,11.11111111111111
CCDC30,1,opentargets,11.11111111111111
ABCC8,1,opentargets,11.11111111111111
CCL27,1,opentargets,11.11111111111111
ABAT,1,opentargets,11.11111111111111
FMR1,1,opentargets,11.11111111111111
GUCY1A2,1,opentargets,11.11111111111111
GUCY1B1,1,opentargets,11.11111111111111
CCL14,1,opentargets,11.11111111111111
RB1CC1,1,opentargets,11.11111111111111
RICTOR,1,opentargets,11.11111111111111
CA12,1,opentargets,11.11111111111111
CA5A,1,opentargets,11.11111111111111
PIAS1,1,opentargets,11.11111111111111
ALDH7A1,1,opentargets,11.11111111111111
MYLK2,1,opentargets,11.11111111111111
AMY1B,1,opentargets,11.11111111111111
MYCBP,1,opentargets,11.11111111111111
FRMD7,1,clinvar,11.11111111111111
STAMBP,1,opentargets,11.11111111111111
SLC5A2,1,opentargets,11.11111111111111
FCGR3B,1,opentargets,11.11111111111111
FCGR3A,1,opentargets,11.11111111111111
ACE2,1,opentargets,11.11111111111111
F10,1,opentargets,11.11111111111111
CTSS,1,opentargets,11.11111111111111
ANGPTL3,1,opentargets,11.11111111111111
NTRK1,1,opentargets,11.11111111111111
XRCC3,1,opentargets,11.11111111111111
IL18R1,1,opentargets,11.11111111111111
DDC,1,opentargets,11.11111111111111
MSX2,1,opentargets,11.11111111111111
OGG1,1,opentargets,11.11111111111111
LIFR,1,opentargets,11.11111111111111
IL1R1,1,opentargets,11.11111111111111
ERCC2,1,opentargets,11.11111111111111
TRIM27,1,opentargets,11.11111111111111
APEX1,1,opentargets,11.11111111111111
SNCB,1,opentargets,11.11111111111111
FOXP3,1,opentargets,11.11111111111111
SNCG,1,opentargets,11.11111111111111
F7,1,opentargets,11.11111111111111
TOX3,1,opentargets,11.11111111111111
CD27,1,opentargets,11.11111111111111
PECAM1,1,opentargets,11.11111111111111
ERCC6,1,opentargets,11.11111111111111
FOXO3,1,opentargets,11.11111111111111
ABCA1,1,opentargets,11.11111111111111
IGHM,1,opentargets,11.11111111111111
BCHE,1,opentargets,11.11111111111111
PORCN,1,opentargets,11.11111111111111
HYAL1,1,clinvar,11.11111111111111
HYAL3,1,clinvar,11.11111111111111
IFRD2,1,clinvar,11.11111111111111
IGSF1,1,clinvar,11.11111111111111
IHO1,1,clinvar,11.11111111111111
AMY1C,1,opentargets,11.11111111111111
AMY1A,1,opentargets,11.11111111111111
APC,1,opentargets,11.11111111111111
GNAT1,1,clinvar,11.11111111111111
GPC4,1,clinvar,11.11111111111111
HIRIP3,1,clinvar,11.11111111111111
HOOK2,1,clinvar,11.11111111111111
HPS6,1,clinvar,11.11111111111111
HS6ST2,1,clinvar,11.11111111111111
HSBP1L1,1,clinvar,11.11111111111111
HUWE1,1,clinvar,11.11111111111111
GACAT1,1,clinvar,11.11111111111111
GADD45GIP1,1,clinvar,11.11111111111111
GALR1,1,clinvar,11.11111111111111
GATA3,1,clinvar,11.11111111111111
GCDH,1,clinvar,11.11111111111111
GET3,1,clinvar,11.11111111111111
GMPPB,1,clinvar,11.11111111111111
GNAI2,1,clinvar,11.11111111111111
CXCL12,1,opentargets,11.11111111111111
HADHA,1,opentargets,11.11111111111111
TMEM132A,1,opentargets,11.11111111111111
OMG,1,opentargets,11.11111111111111
LAMC2,1,opentargets,11.11111111111111
PKM,1,opentargets,11.11111111111111
SLC22A4,1,opentargets,11.11111111111111
ADRB3,1,opentargets,11.11111111111111
CD55,1,opentargets,11.11111111111111
ST18,1,opentargets,11.11111111111111
ITLN1,1,opentargets,11.11111111111111
PNCK,1,opentargets,11.11111111111111
NRAS,1,opentargets,11.11111111111111
ELFN1,1,opentargets,11.11111111111111
IL15RA,1,opentargets,11.11111111111111
PPP1R3A,1,opentargets,11.11111111111111
ZKSCAN7,1,opentargets,11.11111111111111
STXBP5,1,opentargets,11.11111111111111
PAPLN,1,opentargets,11.11111111111111
HAAO,1,opentargets,11.11111111111111
MZF1,1,opentargets,11.11111111111111
ECE1,1,opentargets,11.11111111111111
MBTD1,1,opentargets,11.11111111111111
PRKACA,1,opentargets,11.11111111111111
COL2A1,1,opentargets,11.11111111111111
RPL15,1,opentargets,11.11111111111111
PSMB5,1,opentargets,11.11111111111111
NPR1,1,opentargets,11.11111111111111
PGM3,1,opentargets,11.11111111111111
NTF4,1,opentargets,11.11111111111111
NTRK3,1,opentargets,11.11111111111111
KIAA1217,1,opentargets,11.11111111111111
MR1,1,opentargets,11.11111111111111
HCN3,1,opentargets,11.11111111111111
WNK2,1,opentargets,11.11111111111111
PPA1,1,opentargets,11.11111111111111
ANGPT2,1,opentargets,11.11111111111111
HSP90B2P,1,opentargets,11.11111111111111
PAG1,1,opentargets,11.11111111111111
PRDX1,1,opentargets,11.11111111111111
KCNQ5,1,opentargets,11.11111111111111
ACTB,1,opentargets,11.11111111111111
RAMP3,1,opentargets,11.11111111111111
NPY4R2,1,opentargets,11.11111111111111
DGKG,1,opentargets,11.11111111111111
GPR158,1,opentargets,11.11111111111111
CHRM1,1,opentargets,11.11111111111111
NAV3,1,opentargets,11.11111111111111
EXO1,1,opentargets,11.11111111111111
SERPINB5,1,opentargets,11.11111111111111
SCAI,1,opentargets,11.11111111111111
PPP4R1,1,opentargets,11.11111111111111
TEK,1,opentargets,11.11111111111111
CCL8,1,opentargets,11.11111111111111
NPY4R,1,opentargets,11.11111111111111
CD34,1,opentargets,11.11111111111111
POU3F3,1,opentargets,11.11111111111111
HK2,1,opentargets,11.11111111111111
COCH,1,opentargets,11.11111111111111
WNK3,1,opentargets,11.11111111111111
ESPL1,1,opentargets,11.11111111111111
ANXA3,1,opentargets,11.11111111111111
ZNF66,1,opentargets,11.11111111111111
ENSG00000269707,1,opentargets,11.11111111111111
UTP3,1,opentargets,11.11111111111111
RERG,1,opentargets,11.11111111111111
ITPRID2,1,opentargets,11.11111111111111
AMY2B,1,opentargets,11.11111111111111
NPEPPS,1,opentargets,11.11111111111111
TRIM21,1,opentargets,11.11111111111111
RGS16,1,opentargets,11.11111111111111
SLC1A1,1,opentargets,11.11111111111111
LMNA,1,opentargets,11.11111111111111
TOM1L2,1,opentargets,11.11111111111111
MTPN,1,opentargets,11.11111111111111
PACSIN3,1,opentargets,11.11111111111111
RBMS2,1,opentargets,11.11111111111111
SPAG1,1,opentargets,11.11111111111111
FAM85B,1,opentargets,11.11111111111111
MYO16,1,opentargets,11.11111111111111
MT1E,1,opentargets,11.11111111111111
MT1G,1,opentargets,11.11111111111111
ALG1,1,opentargets,11.11111111111111
GDNF,1,opentargets,11.11111111111111
CAMK2A,1,opentargets,11.11111111111111
CAMK2G,1,opentargets,11.11111111111111
CAMK2B,1,opentargets,11.11111111111111
PTGER4,1,opentargets,11.11111111111111
MT1H,1,opentargets,11.11111111111111
MT1B,1,opentargets,11.11111111111111
MT1X,1,opentargets,11.11111111111111
MT1F,1,opentargets,11.11111111111111
MT1IP,1,opentargets,11.11111111111111
MT1M,1,opentargets,11.11111111111111
MT1A,1,opentargets,11.11111111111111
MT1JP,1,opentargets,11.11111111111111
UTP6,1,opentargets,11.11111111111111
RARA,1,opentargets,11.11111111111111
BBS4,1,opentargets,11.11111111111111
HNF4A,1,opentargets,11.11111111111111
IRS1,1,opentargets,11.11111111111111
GTF2H1,1,opentargets,11.11111111111111
GDF5,1,opentargets,11.11111111111111
PCDHA3,1,opentargets,11.11111111111111
COL5A2,1,opentargets,11.11111111111111
MYOZ2,1,opentargets,11.11111111111111
VAMP5,1,opentargets,11.11111111111111
CYP24A1,1,opentargets,11.11111111111111
USP34,1,opentargets,11.11111111111111
FER,1,opentargets,11.11111111111111
EIF6,1,opentargets,11.11111111111111
MICA,1,opentargets,11.11111111111111
ESRRA,1,opentargets,11.11111111111111
IKBKG,1,opentargets,11.11111111111111
C20orf96,1,opentargets,11.11111111111111
ARHGAP4,1,opentargets,11.11111111111111
ADGRG1,1,opentargets,11.11111111111111
FAM86B3P,1,opentargets,11.11111111111111
NEFH,1,opentargets,11.11111111111111
HAVCR1,1,opentargets,11.11111111111111
UBE2Z,1,opentargets,11.11111111111111
APOC3,1,opentargets,11.11111111111111
EXOSC2,1,opentargets,11.11111111111111
NHEJ1,1,opentargets,11.11111111111111
NRF1,1,opentargets,11.11111111111111
AMY2A,1,opentargets,11.11111111111111
CYP4B1,1,opentargets,11.11111111111111
NEO1,1,opentargets,11.11111111111111
TMSB4X,1,opentargets,11.11111111111111
DNAH12,1,opentargets,11.11111111111111
PLP1,1,opentargets,11.11111111111111
PITX2,1,opentargets,11.11111111111111
RO60,1,opentargets,11.11111111111111
NCAPH,1,opentargets,11.11111111111111
MED14,1,opentargets,11.11111111111111
NPDC1,1,opentargets,11.11111111111111
KRT76,1,opentargets,11.11111111111111
CCL19,1,opentargets,11.11111111111111
CPZ,1,opentargets,11.11111111111111
COX4I1,1,opentargets,11.11111111111111
DDX49,1,opentargets,11.11111111111111
UTP18,1,opentargets,11.11111111111111
PCDH15,1,opentargets,11.11111111111111
SLC34A1,1,opentargets,11.11111111111111
NOMO2,1,opentargets,11.11111111111111
CDC27,1,opentargets,11.11111111111111
TKT,1,opentargets,11.11111111111111
ZMYND12,1,opentargets,11.11111111111111
CSNK1G2,1,opentargets,11.11111111111111
KLK3,1,opentargets,11.11111111111111
RPS19,1,opentargets,11.11111111111111
TFCP2,1,opentargets,11.11111111111111
PIK3C2A,1,opentargets,11.11111111111111
RP1,1,opentargets,11.11111111111111
MYH7,1,opentargets,11.11111111111111
FADS1,1,opentargets,11.11111111111111
VAMP8,1,opentargets,11.11111111111111
KHDRBS1,1,opentargets,11.11111111111111
PITPNM2,1,opentargets,11.11111111111111
YY1AP1,1,opentargets,11.11111111111111
DCAF13,1,opentargets,11.11111111111111
SH3BGRL3,1,opentargets,11.11111111111111
PAX5,1,opentargets,11.11111111111111
DHX40,1,opentargets,11.11111111111111
SQSTM1,1,opentargets,11.11111111111111
BRSK2,1,opentargets,11.11111111111111
NUP62,1,opentargets,11.11111111111111
ENPP7P1,1,opentargets,11.11111111111111
CTLA4,1,opentargets,11.11111111111111
PLAG1,1,opentargets,11.11111111111111
C9orf72,1,opentargets,11.11111111111111
MUC16,1,opentargets,11.11111111111111
LUC7L3,1,opentargets,11.11111111111111
MRPL43,1,opentargets,11.11111111111111
MANEA,1,opentargets,11.11111111111111
THBS4,1,opentargets,11.11111111111111
MPHOSPH8,1,opentargets,11.11111111111111
CAGE1,1,opentargets,11.11111111111111
GFUS,1,opentargets,11.11111111111111
CCHCR1,1,opentargets,11.11111111111111
WBP2NL,1,opentargets,11.11111111111111
CIB2,1,opentargets,11.11111111111111
PSAT1,1,opentargets,11.11111111111111
NADK2,1,opentargets,11.11111111111111
ANGPT1,1,opentargets,11.11111111111111
PTMA,1,opentargets,11.11111111111111
NEK11,1,opentargets,11.11111111111111
ASB16,1,opentargets,11.11111111111111
DCTN4,1,opentargets,11.11111111111111
CCKAR,1,opentargets,11.11111111111111
RRP8,1,opentargets,11.11111111111111
CLSTN1,1,opentargets,11.11111111111111
BTN2A2,1,opentargets,11.11111111111111
CENPM,1,opentargets,11.11111111111111
HEATR1,1,opentargets,11.11111111111111
CHFR,1,opentargets,11.11111111111111
YWHAZP1,1,opentargets,11.11111111111111
RNF214,1,opentargets,11.11111111111111
RAB40B,1,opentargets,11.11111111111111
COL6A2,1,clinvar,11.11111111111111
DNTTIP2,1,opentargets,11.11111111111111
TIE1,1,opentargets,11.11111111111111
CSH1,1,opentargets,11.11111111111111
MIA,1,opentargets,11.11111111111111
NGDN,1,opentargets,11.11111111111111
DNM2,1,opentargets,11.11111111111111
IGF2BP2,1,opentargets,11.11111111111111
AVIL,1,opentargets,11.11111111111111
BTN3A1,1,opentargets,11.11111111111111
NOMO1,1,opentargets,11.11111111111111
PFDN4,1,opentargets,11.11111111111111
SLAMF7,1,opentargets,11.11111111111111
RIT1,1,opentargets,11.11111111111111
DGKD,1,opentargets,11.11111111111111
NOL11,1,opentargets,11.11111111111111
PTGFRN,1,opentargets,11.11111111111111
ALG1L13P,1,opentargets,11.11111111111111
USP36,1,opentargets,11.11111111111111
MAK16,1,opentargets,11.11111111111111
IMP4,1,opentargets,11.11111111111111
TMEM132E,1,opentargets,11.11111111111111
TRGC1,1,opentargets,11.11111111111111
HTT,1,opentargets,11.11111111111111
FUT2,1,opentargets,11.11111111111111
BAX,1,opentargets,11.11111111111111
CFAP410,1,opentargets,11.11111111111111
DUSP4,1,opentargets,11.11111111111111
SGCG,1,opentargets,11.11111111111111
UTRN,1,opentargets,11.11111111111111
MCAT,1,opentargets,11.11111111111111
MAP3K20,1,opentargets,11.11111111111111
A4GALT,1,opentargets,11.11111111111111
FARSA,1,clinvar,11.11111111111111
FBXO15,1,clinvar,11.11111111111111
FBXW9,1,clinvar,11.11111111111111
APTX,1,opentargets,11.11111111111111
TXNL4B,1,opentargets,11.11111111111111
DUSP6,1,opentargets,11.11111111111111
NOL8,1,opentargets,11.11111111111111
PTGDR2,1,opentargets,11.11111111111111
DNASE2,1,clinvar,11.11111111111111
DOC2A,1,clinvar,11.11111111111111
DUOX2,1,clinvar,11.11111111111111
DYRK1A,1,clinvar,11.11111111111111
EIF2B4,1,clinvar,11.11111111111111
EIF2B5,1,clinvar,11.11111111111111
EMD,1,clinvar,11.11111111111111
ENOX2,1,clinvar,11.11111111111111
COL7A1,1,clinvar,11.11111111111111
CORO1A,1,clinvar,11.11111111111111
CREB3L3,1,clinvar,11.11111111111111
CYB5A,1,clinvar,11.11111111111111
DAND5,1,clinvar,11.11111111111111
DCAF15,1,clinvar,11.11111111111111
DIPK1C,1,clinvar,11.11111111111111
DNAJC21,1,clinvar,11.11111111111111
ATN1,1,opentargets,11.11111111111111
CYGB,1,opentargets,11.11111111111111
ITGAL,1,opentargets,11.11111111111111
ELANE,1,opentargets,11.11111111111111
ACOX2,1,opentargets,11.11111111111111
ATR,1,opentargets,11.11111111111111
SCG5,1,opentargets,11.11111111111111
CDH1,1,opentargets,11.11111111111111
NORAD,1,opentargets,11.11111111111111
B3GALNT1,1,opentargets,11.11111111111111
ASPG,1,opentargets,11.11111111111111
DBI,1,opentargets,11.11111111111111
B3GNT2,1,opentargets,11.11111111111111
FCGRT,1,opentargets,11.11111111111111
TDO2,1,opentargets,11.11111111111111
PLXNA3,1,opentargets,11.11111111111111
SLC38A10,1,opentargets,11.11111111111111
NPFFR2,1,opentargets,11.11111111111111
CASP3,1,opentargets,11.11111111111111
ITGAM,1,opentargets,11.11111111111111
EPO,1,opentargets,11.11111111111111
GPR162,1,opentargets,11.11111111111111
SGCA,1,opentargets,11.11111111111111
ATP6V0A2,1,opentargets,11.11111111111111
ACACA,1,opentargets,11.11111111111111
BMS1,1,opentargets,11.11111111111111
DENR,1,opentargets,11.11111111111111
CRMP1,1,opentargets,11.11111111111111
CXCR1,1,opentargets,11.11111111111111
DAPK2,1,opentargets,11.11111111111111
STAT3,1,opentargets,11.11111111111111
DBP,1,opentargets,11.11111111111111
SOX6,1,opentargets,11.11111111111111
LCAT,1,opentargets,11.11111111111111
IGFBP6,1,opentargets,11.11111111111111
SOX5,1,opentargets,11.11111111111111
AQP2,1,opentargets,11.11111111111111
RB1,1,opentargets,11.11111111111111
ERV3-1,1,opentargets,11.11111111111111
POU2F2,1,opentargets,11.11111111111111
NAV1,1,opentargets,11.11111111111111
ELN,1,opentargets,11.11111111111111
CNIH2,1,opentargets,11.11111111111111
H2AZ1,1,opentargets,11.11111111111111
SIRT2,1,opentargets,11.11111111111111
KCNK4,1,opentargets,11.11111111111111
SLC38A4,1,opentargets,11.11111111111111
DCC,1,opentargets,11.11111111111111
RXRA,1,opentargets,11.11111111111111
ENSG00000280371,1,opentargets,11.11111111111111
VEGFB,1,opentargets,11.11111111111111
PCDH11X,1,opentargets,11.11111111111111
GFOD1,1,opentargets,11.11111111111111
SLC2A9,1,opentargets,11.11111111111111
MESP2,1,opentargets,11.11111111111111
CFH,1,opentargets,11.11111111111111
DLX3,1,opentargets,11.11111111111111
CTSG,1,opentargets,11.11111111111111
GHRH,1,opentargets,11.11111111111111
SHC2,1,opentargets,11.11111111111111
BLVRB,1,opentargets,11.11111111111111
S1PR1,1,opentargets,11.11111111111111
ELMO1,1,opentargets,11.11111111111111
ENSG00000279284,1,opentargets,11.11111111111111
PRF1,1,opentargets,11.11111111111111
NR4A3,1,opentargets,11.11111111111111
FGR,1,opentargets,11.11111111111111
KRT1,1,opentargets,11.11111111111111
TSTD1,1,opentargets,11.11111111111111
MAP2K1,1,opentargets,11.11111111111111
IDO2,1,opentargets,11.11111111111111
LPA,1,opentargets,11.11111111111111
F11R,1,opentargets,11.11111111111111
VTRNA1-1,1,opentargets,11.11111111111111
UBB,1,opentargets,11.11111111111111
NR3C2,1,opentargets,11.11111111111111
MAP2K7,1,opentargets,11.11111111111111
KMO,1,opentargets,11.11111111111111
CTH,1,opentargets,11.11111111111111
NFKBIA,1,opentargets,11.11111111111111
AGA,1,opentargets,11.11111111111111
PRB2,1,opentargets,11.11111111111111
EIF4E,1,opentargets,11.11111111111111
MYLK3,1,opentargets,11.11111111111111
CS,1,opentargets,11.11111111111111
ABCG2,1,opentargets,11.11111111111111
IL33,1,opentargets,11.11111111111111
RPS27A,1,opentargets,11.11111111111111
GRP,1,opentargets,11.11111111111111
PPARGC1A,1,opentargets,11.11111111111111
PCYT1A,1,opentargets,11.11111111111111
OCLN,1,opentargets,11.11111111111111
FUT1,1,opentargets,11.11111111111111
GOLGA6A,1,opentargets,11.11111111111111
RCBTB1,1,opentargets,11.11111111111111
GLS2,1,opentargets,11.11111111111111
AKAP5,1,opentargets,11.11111111111111
MAP3K14,1,opentargets,11.11111111111111
CAMKMT,1,opentargets,11.11111111111111
MAP3K1,1,opentargets,11.11111111111111
PXN,1,opentargets,11.11111111111111
BHLHE41,1,opentargets,11.11111111111111
BACE1,1,opentargets,11.11111111111111
TAF8,1,opentargets,11.11111111111111
NDN,1,opentargets,11.11111111111111
PNLIP,1,opentargets,11.11111111111111
ATP7B,1,opentargets,11.11111111111111
KRIT1,1,opentargets,11.11111111111111
TAP2,1,opentargets,11.11111111111111
DEFA4,1,opentargets,11.11111111111111
CMAHP,1,opentargets,11.11111111111111
ACADS,1,opentargets,11.11111111111111
SPRY4,1,opentargets,11.11111111111111
FGB,1,opentargets,11.11111111111111
SLC17A7,1,opentargets,11.11111111111111
SLC17A6,1,opentargets,11.11111111111111
ARHGEF12,1,opentargets,11.11111111111111
TNNT2,1,opentargets,11.11111111111111
AASS,1,opentargets,11.11111111111111
REG1A,1,opentargets,11.11111111111111
HMOX1,1,opentargets,11.11111111111111
UBC,1,opentargets,11.11111111111111
UBA52,1,opentargets,11.11111111111111
KATNB1,1,opentargets,11.11111111111111
CRCP,1,opentargets,11.11111111111111
CSNK1A1,1,opentargets,11.11111111111111
CSNK1A1L,1,opentargets,11.11111111111111
CERT1,1,opentargets,11.11111111111111
CRY2,1,opentargets,11.11111111111111
CLU,1,opentargets,11.11111111111111
BTG3,1,opentargets,11.11111111111111
TRGV9,1,opentargets,11.11111111111111
THBS1,1,opentargets,11.11111111111111
KDR,1,opentargets,11.11111111111111
MAGEE2,1,opentargets,11.11111111111111
